小区名,行政区,街道,最近地铁站,线路,边界到最近出入口(m),中心到站中心(m),占地(㎡),纬度,经度
南光·名仕苑,福田区,,福田口岸,10/4,47.8,387.3,10342,22.51907,114.059752
竹园小区南区,福田区,,农林,7,51.4,258.2,37066,22.541408,114.011716
金丰花园,福田区,,孖岭,10/9,51.7,183.9,5134,22.570624,114.064227
南天一花园,福田区,,体育中心,6,52.3,236.8,38858,22.557076,114.088329
绿茵阁,福田区,,福民,7,52.6,241.1,6625,22.524467,114.06168
凯丰花园,福田区,,孖岭,10/9,52.7,298.0,21254,22.570224,114.059566
博伦花园,福田区,,石厦,3/7,53.6,155.7,5132,22.52636,114.049974
润华苑,福田区,,下梅林,9,56.3,112.4,5803,22.569483,114.036921
御河堤,福田区,,红岭南,11/9,56.6,199.8,9225,22.540722,114.098778
都市阳光名苑,福田区,,车公庙,1/11/7/9,57.7,245.4,1984,22.5379,114.020499
高发·城驰苑,福田区,,皇岗村,7,57.9,186.6,7213,22.525264,114.052248
宏威花园,福田区,,莲花北,4,58.3,140.8,3152,22.562912,114.053111
园岭新村-西1区,福田区,,体育中心,6,58.6,189.7,8284,22.556446,114.092191
景茗苑,福田区,,景田,2/8/9,59.6,269.1,6143,22.558388,114.037456
中旅·国际公馆一期,福田区,,侨香,2/8,62.3,308.5,59155,22.550681,114.011621
福业大厦,福田区,,福民,7,62.3,444.6,1893,22.530378,114.062499
京基·御景华城,福田区,,赤尾,7,63.1,221.1,25784,22.535336,114.080764
天御香山花园,福田区,,农林,7,67.3,229.9,29593,22.541732,114.014688
廊桥国际,福田区,,皇岗口岸,7,68.3,208.1,16591,22.525873,114.068009
海悦华城,福田区,,福田口岸,10/4,69.2,226.0,13422,22.51952,114.065051
富盛花园,福田区,,下梅林,9,69.7,183.1,3482,22.566856,114.036512
碧馨苑,福田区,,石厦,3/7,70.7,100.6,2888,22.526793,114.049269
嘉福花园,福田区,,福田口岸,10/4,71.0,328.9,9436,22.519785,114.060704
天威花园,福田区,,冬瓜岭,10,72.1,342.4,10394,22.560758,114.060951
金海燕花园,福田区,,侨城东,1,72.6,252.1,23697,22.533144,113.991453
百花园二期,福田区,,体育中心,6,73.0,282.4,25949,22.554955,114.089637
福民大厦,福田区,,福民,7,74.6,307.8,6655,22.525346,114.063805
都会轩,福田区,,华强路,1,75.4,186.0,1524,22.544418,114.078912
艺丰花园A区,福田区,,孖岭,10/9,76.1,317.1,20009,22.572668,114.060329
艺丰花园D区,福田区,,孖岭,10/9,78.9,269.8,5345,22.572204,114.064394
新亚洲国利大厦,福田区,,华强北,2/7/8,79.6,126.2,4632,22.545962,114.079806
天健时尚名苑,福田区,,福保,3,79.7,246.8,5148,22.511905,114.049002
泰然公寓,福田区,,车公庙,1/11/7/9,79.9,254.7,19900,22.537025,114.02114
皇庭世茂裕玺,福田区,,下梅林,9,81.0,304.6,12052,22.565942,114.035727
特发小区,福田区,,香梅北,2/8,82.8,306.7,50853,22.557775,114.025093
香蜜湖九号大院,福田区,,香蜜,2/8,84.0,168.4,18365,22.55457,114.017543
园岭新村-北1区,福田区,,体育中心,6,85.5,267.2,35940,22.557665,114.09319
桑达小区,福田区,,燕南,2/8,85.8,238.4,11289,22.546188,114.084839
荔园阁一期,福田区,,梅村,9,85.9,196.5,5829,22.56968,114.046154
宏安花园,福田区,,下梅林,9,86.2,307.6,12922,22.568921,114.039836
椰树花园,福田区,,上沙,7,86.5,252.7,12864,22.528047,114.032949
泰然广场,福田区,,下沙,9,86.6,90.5,14456,22.530857,114.018822
福源花园,福田区,,福保,3,87.3,324.9,14487,22.511279,114.047961
天然居,福田区,,香梅北,2/8,87.6,341.4,14772,22.556962,114.031123
景田西小区,福田区,,梅景,9,87.6,536.4,33721,22.559629,114.035915
玮鹏花园,福田区,,科学馆,1/11/6,87.9,260.0,16256,22.544857,114.089455
天泽花园,福田区,,福田口岸,10/4,91.5,304.1,22826,22.520593,114.0648
景林花园,福田区,,景田,2/8/9,91.5,232.9,5064,22.557694,114.040131
恒冠豪园,福田区,,石厦,3/7,94.0,243.3,11151,22.528423,114.048967
园岭新村-西2区,福田区,,体育中心,6,94.5,278.4,4990,22.555412,114.092356
园岭新村二期-南区,福田区,,红岭,3/9,95.4,491.7,23475,22.552436,114.094672
华府馨居,福田区,,上梅林,4/9,95.5,251.4,7777,22.569839,114.055234
景田怡华苑,福田区,,梅景,9,96.1,323.9,4384,22.560675,114.032848
福乐雅苑,福田区,,皇岗村,7,96.8,208.4,3255,22.524854,114.05223
福源大厦,福田区,,岗厦,1/10,97.7,364.1,7931,22.53458,114.064365
香格丽苑,福田区,,侨香,2/8,98.0,169.5,14260,22.552485,114.007681
恒星园,福田区,,香蜜,2/8,98.1,205.7,5497,22.55632,114.016694
辛诚花园,福田区,,岗厦,1/10,98.9,376.2,21936,22.534572,114.061273
长乐花园,福田区,,体育中心,6,99.4,482.3,14054,22.556317,114.086055
骏皇名居,福田区,,福田口岸,10/4,99.9,530.7,9582,22.518622,114.058254
金茂礼都,福田区,,燕南,2/8,100.6,172.5,2948,22.548572,114.086189
泰然劲松小区,福田区,,车公庙,1/11/7/9,101.2,341.3,14959,22.537827,114.025796
都会100大厦,福田区,,华强路,1,102.0,153.1,2967,22.544419,114.079873
深业岭秀名苑,福田区,,莲花北,4,103.6,181.5,4597,22.563656,114.052571
香蜜新村东区,福田区,,香梅,9,103.8,343.5,10518,22.549497,114.037364
瑞昌大厦,福田区,,福民,7,104.1,496.0,3005,22.530866,114.062495
云中大厦,福田区,,上梅林,4/9,105.2,301.7,5281,22.569705,114.056301
恒邦壹峰,福田区,,燕南,2/8,105.8,154.1,4146,22.546242,114.085784
东梅公寓,福田区,,上梅林,4/9,107.5,274.4,5945,22.570051,114.053347
瑞和园,福田区,,石厦,3/7,107.7,231.6,6156,22.526373,114.050713
旭飞花园,福田区,,园岭,9,112.2,286.7,13016,22.561042,114.098057
深业·龙溪花园,福田区,,农林,7,112.8,368.6,70346,22.546398,114.011953
国城花园,福田区,,通新岭,3/6,113.5,233.5,9226,22.553494,114.08996
万科·瑧山府,福田区,,安托山,2/7/8,114.6,280.0,34428,22.553868,114.002562
南光·紫荆苑,福田区,,福保,3,114.9,297.2,6417,22.512335,114.053431
园岭新村-东1区,福田区,,园岭,9,115.2,233.2,6629,22.556976,114.098376
华茂欣园,福田区,,莲花西,2/8,117.2,192.7,5875,22.549804,114.043041
梅兴苑北区,福田区,,梅村,9,117.3,341.1,22340,22.569295,114.044552
中电大院,福田区,,华强南,11/7,117.9,230.8,15051,22.542116,114.083468
天建名苑,福田区,,莲花西,2/8,118.1,189.1,4851,22.548958,114.043321
海德园,福田区,,安托山,2/7/8,118.1,306.4,42187,22.554181,114.000063
桑达雅苑,福田区,,燕南,2/8,118.4,279.8,2526,22.548289,114.084468
锦林新居,福田区,,下梅林,9,118.5,399.2,25159,22.565459,114.034757
鸿运大楼,福田区,,上梅林,4/9,119.2,246.6,5928,22.570705,114.052988
天健公馆,福田区,,安托山,2/7/8,119.4,205.8,7176,22.552012,114.003223
碧海红树园,福田区,,下沙,9,119.5,217.2,24442,22.530025,114.017463
长城盛世家园二期,福田区,,冬瓜岭,10,119.9,254.9,23137,22.563913,114.060029
恒运豪庭,福田区,,岗厦,1/10,119.9,271.8,1344,22.535832,114.061104
青莲公寓,福田区,,莲花北,4,120.7,193.5,4451,22.564114,114.052569
福丰楼,福田区,,上梅林,4/9,121.2,219.4,2217,22.571478,114.052839
银庄大厦,福田区,,福民,7,122.0,299.4,9572,22.524361,114.059461
熙园,福田区,,香蜜,2/8,122.1,346.5,116006,22.552783,114.019698
福涛东园,福田区,,福民,7,122.8,259.1,7285,22.524256,114.060841
明月花园,福田区,,石厦,3/7,122.9,217.6,14476,22.52713,114.050369
通业大厦,福田区,,梅景,9,123.2,193.8,6460,22.562981,114.031166
半山御景,福田区,,翰岭,6,124.4,243.5,10425,22.57543,114.065492
园岭新村-北2区,福田区,,园岭,9,125.2,369.8,32782,22.557722,114.096078
鑫竹苑,福田区,,农林,7,125.7,303.3,6979,22.540603,114.01262
荔树人家,福田区,,上沙,7,125.9,324.9,8300,22.52955,114.028503
景新花园景秀阁,福田区,,景田,2/8/9,127.2,294.7,4045,22.556946,114.0413
泰安轩,福田区,,车公庙,1/11/7/9,128.5,363.6,6592,22.536805,114.019886
锦庐花园,福田区,,安托山,2/7/8,128.7,224.5,10875,22.552703,114.003124
香域中央花园,福田区,,侨香,2/8,128.9,380.4,58218,22.552392,114.013028
伟柏花园,福田区,,福民,7,131.0,487.8,4850,22.530932,114.061791
竹园小区北区,福田区,,农林,7,131.6,260.4,12694,22.54343,114.010677
通业花园,福田区,,梅景,9,131.9,236.3,10044,22.563484,114.030635
卫检大厦,福田区,,福民,7,133.5,563.9,8110,22.530263,114.064901
翠馨居花园,福田区,,红岭北,7/9,133.8,291.1,6237,22.56679,114.097757
艺丰花园B区,福田区,,孖岭,10/9,134.0,297.7,8739,22.573264,114.062302
嘉园,福田区,,香蜜,2/8,134.0,203.2,11029,22.557405,114.017779
园岭新村二期-北区,福田区,,红岭,3/9,134.4,495.3,18591,22.553603,114.095142
集福居,福田区,,莲花村,10/3,135.7,253.0,5685,22.550101,114.064716
星逸居,福田区,,香蜜,2/8,135.8,239.1,3844,22.556807,114.016575
长怡花园,福田区,,华新,3/7,138.2,243.4,8745,22.553504,114.083253
众孚花园,福田区,,石厦,3/7,138.4,306.6,4534,22.524553,114.046133
南天二花园,福田区,,通新岭,3/6,138.4,334.4,27480,22.553574,114.088547
中海华庭,福田区,,购物公园,1/3,140.1,157.9,27724,22.536233,114.046861
景丽花园,福田区,,景田,2/8/9,140.7,332.2,7955,22.555928,114.041773
百花公寓,福田区,,体育中心,6,141.5,446.0,17989,22.554932,114.087137
香蜜湖·唯珍府,福田区,,香梅北,2/8,141.8,291.9,6306,22.55825,114.030077
健君园,福田区,,孖岭,10/9,142.4,309.0,15993,22.573277,114.063204
华舍公寓,福田区,,下梅林,9,143.8,313.6,693,22.567116,114.034206
公安街干警宿舍,福田区,,梅村,9,144.0,278.3,14457,22.573328,114.045776
上梅林雅苑,福田区,,梅村,9,144.0,253.0,12317,22.568906,114.047389
深业花园,福田区,,莲花村,10/3,145.0,337.4,40168,22.548553,114.061418
金桂大厦,福田区,,福田口岸,10/4,145.0,569.7,5464,22.517403,114.057917
星河锦居,福田区,,沙尾,7,145.1,216.8,642,22.522054,114.039029
景西大厦,福田区,,梅景,9,146.6,398.1,3055,22.560579,114.035028
帝涛豪园,福田区,,福保,3,147.3,320.3,5642,22.512846,114.053254
翰岭院,福田区,,翰岭,6,147.3,228.7,40002,22.574895,114.06366
鸣泉居,福田区,,侨香,2/8,147.3,302.6,11389,22.551141,114.006764
东方玫瑰花园,福田区,,香蜜湖,1/11,151.0,371.2,27549,22.542896,114.036967
理想公馆,福田区,,上梅林,4/9,153.6,173.4,1407,22.572886,114.056318
长城二花园,福田区,,黄木岗,14/7,154.3,363.9,22521,22.555365,114.082896
医疗中心小区,福田区,,华强南,11/7,154.4,379.9,23834,22.539373,114.078772
凯欣园,福田区,,沙尾,7,154.5,264.9,9503,22.525778,114.038134
天健天骄东郡,福田区,,景田,2/8/9,155.6,229.7,3503,22.554134,114.038244
润丰园,福田区,,景田,2/8/9,155.9,320.6,4665,22.555398,114.041555
东海花园二期西区,福田区,,车公庙,1/11/7/9,156.9,456.5,44658,22.541417,114.019201
香荔花园一期,福田区,,农林,7,157.1,230.0,6805,22.545343,114.01346
宝鸿苑,福田区,,沙尾,7,158.6,289.1,9089,22.526042,114.037244
碧海云天,福田区,,侨城东,1,158.8,427.7,78233,22.531649,113.990579
景田南小区,福田区,,景田,2/8/9,160.2,362.4,22661,22.558424,114.041123
东海花园二期东区,福田区,,车公庙,1/11/7/9,160.7,337.9,14748,22.541606,114.021288
绿洲花园,福田区,,沙尾,7,161.5,310.7,14201,22.525575,114.035584
花里林居,福田区,,孖岭,10/9,162.4,357.2,8821,22.573244,114.064395
皇庭彩园,福田区,,皇岗村,7,164.0,333.4,6054,22.523649,114.056164
皇岗新村二期,福田区,,皇岗村,7,164.0,284.9,23121,22.523499,114.055077
华明楼,福田区,,福民,7,165.5,334.7,3245,22.52958,114.060789
茂恒园,福田区,,冬瓜岭,10,167.5,281.5,7659,22.565901,114.061563
宣嘉华庭,福田区,,福田口岸,10/4,167.7,530.3,18127,22.522662,114.061593
信托花园,福田区,,石厦,3/7,167.8,361.7,23824,22.529404,114.047456
合旺阁,福田区,,上梅林,4/9,168.0,313.6,4909,22.569275,114.055248
现代苑,福田区,,莲花村,10/3,169.9,287.7,7889,22.550439,114.065282
金港豪庭,福田区,,福田口岸,10/4,170.1,509.3,12734,22.521238,114.059697
金众小区,福田区,,竹子林,1/11,170.4,477.7,47508,22.540321,114.007332
越众小区,福田区,,竹子林,1/11,171.7,458.2,29324,22.539614,114.006356
缔馨园,福田区,,石厦,3/7,172.4,269.4,2606,22.527997,114.04661
馨庭苑,福田区,,梅景,9,172.6,373.0,10256,22.560335,114.032041
皇庭世纪,福田区,,皇岗村,7,172.8,357.0,28987,22.528727,114.052401
香蜜湖·瀚城,福田区,,香蜜,2/8,173.2,347.8,25309,22.558251,114.016575
居雅苑,福田区,,福田口岸,10/4,173.8,618.5,10152,22.51821,114.057378
龙井小区,福田区,,侨香,2/8,174.5,303.8,9977,22.552469,114.006375
嘉隆星苑,福田区,,香梅北,2/8,175.7,269.6,7457,22.558531,114.026154
天健天骄北庐,福田区,,景田,2/8/9,176.9,353.9,23237,22.553916,114.036134
花样年·喜年中心,福田区,,车公庙,1/11/7/9,177.2,443.9,1295,22.537479,114.018599
雅云轩,福田区,,石厦,3/7,177.4,240.0,2654,22.528004,114.049872
必好花园,福田区,,梅景,9,177.6,340.9,2890,22.561965,114.035741
星河华居,福田区,,福民,7,179.7,469.8,5357,22.526415,114.065689
泰康轩,福田区,,车公庙,1/11/7/9,179.7,337.6,3187,22.536596,114.020439
核电花园西区,福田区,,华新,3/7,180.7,347.2,20190,22.553213,114.084779
香榭茗园,福田区,,农林,7,182.5,330.7,8528,22.544573,114.016104
长泰花园,福田区,,华新,3/7,182.9,309.3,7199,22.554536,114.082317
金沙花园,福田区,,上沙,7,183.6,374.5,19518,22.527179,114.034241
金地名轩,福田区,,沙尾,7,184.6,318.9,6663,22.524383,114.03462
裕康时尚名居,福田区,,益田,3,186.7,330.0,5200,22.521478,114.044478
雕塑家园,福田区,,莲花北,4,187.5,292.6,7483,22.566086,114.054859
阳光城市家园,福田区,,福民,7,188.9,470.2,4060,22.525916,114.06564
盛世鹏程,福田区,,体育中心,6,189.0,294.1,29968,22.559454,114.092334
裕亨花园,福田区,,福田口岸,10/4,189.5,375.9,15844,22.519846,114.066578
321-2栋,福田区,,石厦,3/7,189.6,306.2,185,22.52382,114.047109
香榭里花园,福田区,,农林,7,191.4,396.1,56540,22.546449,114.014989
新景苑,福田区,,莲花西,2/8,191.5,277.7,6869,22.551627,114.043059
景莲花园,福田区,,景田,2/8/9,191.5,346.0,4516,22.554837,114.041589
新世界山月居,福田区,,莲花北,4,192.1,254.2,5229,22.563234,114.051872
梅林居,福田区,,上梅林,4/9,192.2,369.0,6442,22.569109,114.053259
万科城市花园,福田区,,香梅北,2/8,193.0,281.8,21205,22.55917,114.027442
华茂苑,福田区,,莲花北,4,193.6,359.5,40098,22.566329,114.052632
景雅居,福田区,,景田,2/8/9,194.6,398.7,2374,22.558576,114.035658
天宝物华,福田区,,农林,7,194.6,315.0,3524,22.545081,114.015577
香逸名园,福田区,,香梅,9,195.1,357.6,9044,22.545332,114.035709
香蜜湖度假村家属楼,福田区,,香蜜湖,1/11,195.6,284.1,15446,22.544176,114.034107
莲丰花园,福田区,,莲花北,4,195.8,359.9,11067,22.563938,114.050861
丽阳天下名苑,福田区,,石厦,3/7,197.7,319.1,8177,22.527992,114.045969
高科利花园,福田区,,岗厦,1/10,198.0,471.8,5594,22.539136,114.067221
通新岭小区南区,福田区,,通新岭,3/6,198.3,483.2,41129,22.548384,114.094163
里奥de花园,福田区,,福民,7,198.9,424.1,2418,22.530381,114.060686
通发花园,罗湖区,,新秀,2/8,0.0,76.0,27666,22.54987,114.144324
滨苑住宅小区,罗湖区,,鹿丹村,9,0.0,281.0,30872,22.539332,114.1013
惠名花园,罗湖区,,梧桐山南,2/8,0.0,301.4,15657,22.558434,114.178344
深圳市供电局水贝大院,罗湖区,,田贝,3/7,0.0,184.7,36222,22.571346,114.126033
兆鑫汇金广场,罗湖区,,东门,1/2/5/8,0.0,81.5,9381,22.544928,114.111565
百合世纪广场,罗湖区,,百鸽笼,5,2.8,238.9,57241,22.59882,114.123606
城建集团住宅区,罗湖区,,布心,5,2.8,94.1,8519,22.584047,114.133742
朗钜御风庭,罗湖区,,文锦,9,4.5,108.3,4641,22.5443,114.126546
怡景花园,罗湖区,,怡景,5,5.3,351.7,266507,22.557671,114.131724
景福花园,罗湖区,,莲塘,2/8,5.7,123.7,12155,22.566389,114.16995
美景大厦,罗湖区,,洪湖,7,5.8,94.2,5673,22.567831,114.117099
笋岗大厦,罗湖区,,笋岗,7,6.3,150.7,3708,22.566932,114.106765
翠珠小区,罗湖区,,田贝,3/7,6.9,168.9,5925,22.568534,114.124512
东门天地大厦,罗湖区,,晒布,3,7.2,64.1,8342,22.552369,114.117125
一致春晓苑,罗湖区,,布心,5,7.2,175.8,12801,22.58492,114.132095
愉天小区,罗湖区,,田贝,3/7,7.6,265.4,21791,22.568649,114.122853
鹏兴花园一期,罗湖区,,仙湖路,2/8,8.2,229.7,84705,22.567906,114.159534
东乐花园,罗湖区,,太安,5/7,8.7,416.2,168441,22.574372,114.135129
翠都花园,罗湖区,,翠竹,3,9.6,136.0,6322,22.560145,114.124674
敦信大厦,罗湖区,,人民南,1/9,10.0,127.8,1007,22.537098,114.112515
鹿苑小区,罗湖区,,鹿丹村,9,13.2,128.8,11112,22.537267,114.103254
兰亭国际名园,罗湖区,,莲塘口岸,2/8,14.1,190.6,17316,22.555844,114.152082
翠华花园,罗湖区,,翠竹,3,14.9,277.5,38930,22.558248,114.127361
高嘉花园,罗湖区,,文锦,9,15.6,142.7,19876,22.545821,114.124778
文锦大厦,罗湖区,,文锦,9,17.2,97.6,2591,22.545669,114.126622
海富花园,罗湖区,,黄贝岭,2/5/8,18.1,94.2,5892,22.548268,114.132095
凯悦华庭,罗湖区,,向西村,9,18.1,69.0,1037,22.542671,114.121261
金银园,罗湖区,,泥岗,9,18.2,154.9,4483,22.571418,114.092835
太白居,罗湖区,,布心,5,19.2,129.3,22172,22.582541,114.133584
文锦花园,罗湖区,,文锦,9,19.8,200.3,23499,22.546152,114.127483
南塘物业小区,罗湖区,,老街,1/3,21.0,273.0,12949,22.547126,114.113508
鹏兴花园二期,罗湖区,,仙湖路,2/8,21.8,266.2,58877,22.565229,114.15931
深圳巴士集团宿舍,罗湖区,,梧桐山南,2/8,22.2,69.2,6802,22.561715,114.178259
阳光天地家园,罗湖区,,田贝,3/7,23.7,230.2,5966,22.570024,114.122751
缙山府,罗湖区,,银湖,6/9,25.2,300.2,37929,22.570046,114.086859
百仕达花园1期,罗湖区,,太安,5/7,25.7,504.9,81981,22.573177,114.129489
海丰苑,罗湖区,,国贸,1,25.7,123.6,1941,22.543216,114.113067
大地苑,罗湖区,,泥岗,9,27.0,114.0,8201,22.570518,114.090987
心怡花园,罗湖区,,布心,5,31.8,193.6,20731,22.585151,114.133778
深发花园,罗湖区,,黄贝岭,2/5/8,36.7,219.1,2464,22.5485,114.133489
文华花园,罗湖区,,黄贝岭,2/5/8,42.0,155.7,46234,22.54751,114.131971
金城大厦,罗湖区,,湖贝,2/5/8,43.7,271.6,5515,22.545721,114.11676
湖臻大厦,罗湖区,,湖贝,2/5/8,44.2,182.8,1638,22.547919,114.120464
中海·鹿丹名苑,罗湖区,,鹿丹村,9,45.5,284.4,40839,22.536617,114.101725
东门广场,罗湖区,,湖贝,2/5/8,47.6,78.3,700,22.547515,114.118775
罗湖大厦,罗湖区,,人民南,1/9,48.9,105.2,1768,22.539007,114.11283
中南大院,罗湖区,,田贝,3/7,50.9,169.1,6099,22.568853,114.126085
景贝南小区,罗湖区,,怡景,5,51.6,377.8,116076,22.555346,114.135595
都市名园,罗湖区,,鹿丹村,9,52.5,442.8,22990,22.542286,114.104214
翠竹苑,罗湖区,,翠竹,3,55.0,353.4,102988,22.561697,114.126448
御庭轩北区,罗湖区,,莲塘,2/8,56.6,287.3,51951,22.568271,114.171223
鸿翔花园,罗湖区,,园岭,9,56.6,306.8,42302,22.556591,114.101249
泥岗工业小区,罗湖区,,泥岗,9,59.0,92.8,3774,22.571063,114.092055
锦星花园,罗湖区,,文锦,9,59.1,231.4,26905,22.544907,114.128157
中国南海工程有限公司大院,罗湖区,,田贝,3/7,61.6,189.9,15742,22.571419,114.123972
幸福里雅居,罗湖区,,鹿丹村,9,61.8,207.3,12506,22.53959,114.105273
华景园南区,罗湖区,,莲塘,2/8,62.2,306.1,18092,22.566201,114.171755
广西外贸住宅小区,罗湖区,,向西村,9,62.8,265.0,6661,22.540163,114.120568
东安花园,罗湖区,,太安,5/7,63.2,359.4,18659,22.57373,114.132341
福德花园,罗湖区,,黄贝岭,2/5/8,64.9,330.1,4006,22.548946,114.128177
环卫小区,罗湖区,,田贝,3/7,66.3,228.0,12698,22.568123,114.125918
嘉年华名苑,罗湖区,,晒布,3,66.6,128.4,2515,22.552474,114.116498
东乐大厦,罗湖区,,湖贝,2/5/8,67.3,346.1,1121,22.546762,114.122454
小鹏兴花园,罗湖区,,仙湖路,2/8,69.3,136.3,9050,22.567248,114.162541
向西花园,罗湖区,,向西村,9,69.4,227.8,17057,22.54452,114.121238
文锦南路小区,罗湖区,,文锦,9,70.9,160.8,2944,22.543749,114.125296
深圳海城公寓,罗湖区,,湖贝,2/5/8,71.3,154.2,1149,22.547435,114.117719
金华阁,罗湖区,,泥岗,9,71.8,121.3,2118,22.569175,114.092376
广岭家园,罗湖区,,莲塘口岸,2/8,73.2,259.8,22365,22.55824,114.149907
今日家园,罗湖区,,布心,5,74.2,204.1,11061,22.583916,114.131038
荣华里,罗湖区,,大剧院,1/2/5/8,74.2,514.4,9793,22.54584,114.107454
金枫花园,罗湖区,,新秀,2/8,75.3,222.5,13693,22.551473,114.145963
莲馨园,罗湖区,,莲塘,2/8,75.7,85.0,4705,22.566111,114.168825
美荔园,罗湖区,,红岭,3/9,77.0,250.0,2081,22.549207,114.100004
中兴路大院,罗湖区,,晒布,3,77.3,248.4,15378,22.552489,114.120068
四季御园,罗湖区,,莲塘口岸,2/8,77.5,378.0,24165,22.557085,114.153683
文锦渡海关生活区,罗湖区,,向西村,9,81.0,157.1,8118,22.542142,114.122065
翠景大厦,罗湖区,,田贝,3/7,81.5,317.0,4839,22.569584,114.121938
向西综合楼,罗湖区,,湖贝,2/5/8,81.6,172.6,4143,22.545776,114.120282
蕙兰雅居,罗湖区,,梧桐山南,2/8,84.7,236.0,8516,22.563075,114.177069
东晓花园,罗湖区,,太安,5/7,86.1,141.1,8613,22.578201,114.131862
金安大厦,罗湖区,,文锦,9,87.5,205.8,1438,22.546823,114.126606
鹏兴花园三期,罗湖区,,仙湖路,2/8,88.1,233.8,23786,22.56486,114.162455
莲泉阁,罗湖区,,梧桐山南,2/8,88.5,237.0,6332,22.560699,114.175755
泰和花园,罗湖区,,布心,5,94.9,272.8,19885,22.585894,114.132124
海宝阁,罗湖区,,泥岗,9,97.3,168.2,5283,22.568712,114.092144
田苑小区,罗湖区,,洪湖,7,98.6,306.2,21009,22.567073,114.119759
新秀村北区,罗湖区,,新秀,2/8,100.2,301.9,26143,22.551185,114.14122
西岭花园,罗湖区,,莲塘口岸,2/8,100.6,169.1,9992,22.554414,114.150509
田贝花园,罗湖区,,洪湖,7,100.9,267.3,15368,22.566291,114.11682
文星花园,罗湖区,,向西村,9,101.4,293.8,26190,22.54377,114.12314
逸湖居,罗湖区,,洪湖,7,101.6,222.9,4256,22.57037,114.118451
东方凤雅台,罗湖区,,梧桐山南,2/8,103.8,299.9,19962,22.562909,114.175811
芳春花园,罗湖区,,新秀,2/8,105.6,199.8,11184,22.551892,114.142815
嘉湖新都,罗湖区,,洪湖,7,106.9,199.4,918,22.568971,114.119229
海鹏大院,罗湖区,,田贝,3/7,109.1,183.8,3362,22.569426,114.12667
典雅居,罗湖区,,洪湖,7,109.1,219.7,1602,22.569755,114.119097
百仕达花园二期,罗湖区,,太安,5/7,110.4,410.4,53086,22.575888,114.128389
国际名园,罗湖区,,向西村,9,112.8,271.0,3460,22.541394,114.118282
京基凤凰印象,罗湖区,,黄贝岭,2/5/8,113.4,348.3,6288,22.549862,114.128194
天越翔园,罗湖区,,莲塘,2/8,114.4,260.1,3131,22.566553,114.166362
银晖名居,罗湖区,,泥岗,9,114.9,153.4,2171,22.571017,114.090826
新秀村南区,罗湖区,,新秀,2/8,115.0,491.8,78407,22.548602,114.139747
名仕阁,罗湖区,,大剧院,1/2/5/8,115.5,172.8,1577,22.545558,114.103019
莲塘花园,罗湖区,,莲塘,2/8,118.7,232.1,11808,22.565161,114.167574
银龙花园,罗湖区,,泥岗,9,119.5,322.1,64782,22.572942,114.093159
和平广场,罗湖区,,老街,1/3,120.7,189.9,7354,22.546799,114.109092
阳光新干线家园,罗湖区,,向西村,9,122.2,284.7,11437,22.540284,114.1219
金丽豪苑,罗湖区,,田贝,3/7,125.2,350.8,11505,22.567903,114.122426
燃气小区,罗湖区,,田贝,3/7,127.3,258.7,2545,22.5679,114.123873
粤海花园,罗湖区,,湖贝,2/5/8,127.5,369.4,3279,22.54557,114.115784
供电南苑,罗湖区,,大剧院,1/2/5/8,127.7,483.7,6162,22.544247,114.107555
太阳新城,罗湖区,,水贝,3,128.0,194.0,11056,22.578563,114.119105
建设集团大厦,罗湖区,,园岭,9,128.3,207.5,1513,22.556986,114.099898
逸心苑,罗湖区,,布心,5,128.5,225.5,1301,22.581553,114.133293
益田御龙天地,罗湖区,,翠竹,3,131.3,352.9,73084,22.556097,114.126343
京基水贝洪湖苑,罗湖区,,洪湖,7,131.6,255.3,3493,22.570324,114.11903
信义·金御半山三期,罗湖区,,百鸽笼,5,132.6,337.8,49470,22.595416,114.127844
米兰阁C栋,罗湖区,,笋岗,7,132.6,265.4,303,22.568089,114.106811
百仕达花园4期,罗湖区,,太安,5/7,133.1,492.6,35563,22.57253,114.132366
东方皇宫,罗湖区,,湖贝,2/5/8,133.3,359.7,2219,22.545073,114.116179
大澎花园,罗湖区,,新秀,2/8,133.8,299.9,17861,22.548179,114.142588
招商中环·禧寓,罗湖区,,红岭北,7/9,133.9,322.8,21639,22.567391,114.100614
电视广播大院,罗湖区,,怡景,5,135.3,254.4,8711,22.560994,114.135037
华裕花园,罗湖区,,黄贝岭,2/5/8,139.1,408.7,3969,22.54884,114.127409
米兰阁D栋,罗湖区,,笋岗,7,140.0,256.3,303,22.568082,114.106566
鸿业苑,罗湖区,,翠竹,3,141.7,322.8,15672,22.559761,114.127767
龙泉花园,罗湖区,,新秀,2/8,141.9,226.4,9561,22.55231,114.145105
碧清园,罗湖区,,泥岗,9,142.8,214.2,6255,22.570589,114.090004
芙蓉小区,罗湖区,,向西村,9,143.4,307.0,4545,22.541939,114.117691
丹枫白露苑,罗湖区,,黄贝岭,2/5/8,145.5,318.7,4953,22.547832,114.1343
锦星别墅,罗湖区,,文锦,9,146.3,267.3,10535,22.544128,114.128302
星湖花园,罗湖区,,泥岗,9,147.8,323.7,20891,22.570672,114.095161
海关大院,罗湖区,,人民南,1/9,148.6,309.2,9355,22.537114,114.110315
汇鑫花园,罗湖区,,黄贝岭,2/5/8,148.7,335.7,21552,22.545838,114.130732
